temperature,Areas,timestamp,latitude,longitude,alertstatus,Datetime,Alert
33.62,Al Safouh First,1532251620,25.100526,55.169534,TRUE,7/22/2018 9:27:00 AM,TRUE
29.48,Wadi Alamardi,1532251623,25.199524,55.480396,TRUE,7/22/2018 9:27:03 AM,TRUE
25.06,Al Dhagaya,1532251626,25.272483,55.299977,TRUE,7/22/2018 9:27:06 AM,TRUE
32.07,Mirdif,1532251628,25.219616,55.419475,TRUE,7/22/2018 9:27:08 AM,TRUE
24.1,Al Qusais Second,1532251633,25.261987,55.398717,TRUE,7/22/2018 9:27:13 AM,TRUE
30.42,Al Mankhool,1532251634,25.245967,55.294998,TRUE,7/22/2018 9:27:14 AM,TRUE
20.4,Al Rashidiya,1532251639,25.224465,55.389031,TRUE,7/22/2018 9:27:19 AM,TRUE
34.76,Al Khwaneej Second,1532251641,25.232772,55.508101,TRUE,7/22/2018 9:27:21 AM,TRUE
27.23,Al Hamriya Port,1532251646,25.26019,55.304673,TRUE,7/22/2018 9:27:26 AM,TRUE
24.97,Al Warqa'a Third,1532251648,25.196067,55.398499,TRUE,7/22/2018 9:27:28 AM,TRUE
24.56,Wadi Alamardi,1532251655,25.199524,55.480396,TRUE,7/22/2018 9:27:35 AM,TRUE
22.22,Hatta,1532251658,24.806169,56.125385,TRUE,7/22/2018 9:27:38 AM,TRUE
33.44,Al Qusais Second,1532251659,25.261987,55.398717,TRUE,7/22/2018 9:27:39 AM,TRUE
27.98,Muhaisanah Second,1532251661,25.271226,55.404252,TRUE,7/22/2018 9:27:41 AM,TRUE
23.15,Al Qusais Industrial Second,1532251669,25.261987,55.398717,TRUE,7/22/2018 9:27:49 AM,TRUE
23.47,Al Ras,1532251671,25.268781,55.295689,TRUE,7/22/2018 9:27:51 AM,TRUE
30.13,Al Barsha Second,1532251673,25.116285,55.203846,TRUE,7/22/2018 9:27:53 AM,TRUE
27.01,Al Warqa'a Second,1532251675,25.187459,55.405636,TRUE,7/22/2018 9:27:55 AM,TRUE
30.71,Jumeira First,1532251676,25.238695,55.271344,TRUE,7/22/2018 9:27:56 AM,TRUE
23.37,Al Qusais Industrial Fifth,1532251680,25.287117,55.415323,TRUE,7/22/2018 9:28:00 AM,TRUE
32.47,Warsan First,1532251681,25.159659,55.396774,TRUE,7/22/2018 9:28:01 AM,TRUE
20.23,Al Twar Second,1532251688,25.262004,55.379346,TRUE,7/22/2018 9:28:08 AM,TRUE
20.88,Muhaisanah Third,1532251691,25.271226,55.404252,TRUE,7/22/2018 9:28:11 AM,TRUE
26.5,Jebel Ali Palm,1532251694,25.003232,55.020402,TRUE,7/22/2018 9:28:14 AM,TRUE
20.35,Al Wasl,1532251697,25.199425,55.256308,TRUE,7/22/2018 9:28:17 AM,TRUE
24.53,Al Barsha South Third,1532251700,25.059802,55.241839,TRUE,7/22/2018 9:28:20 AM,TRUE
23.22,Al Twar Second,1532251707,25.262004,55.379346,TRUE,7/22/2018 9:28:27 AM,TRUE
29.07,Al Qusais Third,1532251713,25.261987,55.398717,TRUE,7/22/2018 9:28:33 AM,TRUE
21.6,Za'abeel Second,1532251716,25.236456,55.296439,TRUE,7/22/2018 9:28:36 AM,TRUE
22.34,Al Jaddaf,1532251721,25.216757,55.330939,TRUE,7/22/2018 9:28:41 AM,TRUE
30.12,Al Warqa'a First,1532251723,25.187459,55.405636,TRUE,7/22/2018 9:28:43 AM,TRUE
27.12,Al Qusais Industrial Fourth,1532251726,25.293784,55.401484,TRUE,7/22/2018 9:28:46 AM,TRUE
21.59,Al Warqa'a Second,1532251732,25.187459,55.405636,TRUE,7/22/2018 9:28:52 AM,TRUE
21.09,Umm Suqeim Third,1532251734,25.136651,55.195544,TRUE,7/22/2018 9:28:54 AM,TRUE
26.24,Al Shindagha,1532251737,25.272666,55.295034,TRUE,7/22/2018 9:28:57 AM,TRUE
30.74,Al Barsha First,1532251738,25.10982,55.219426,TRUE,7/22/2018 9:28:58 AM,TRUE
21.33,Umm Suqeim Third,1532251740,25.136651,55.195544,TRUE,7/22/2018 9:29:00 AM,TRUE
24.16,Al Muteena,1532251742,25.274044,55.322644,TRUE,7/22/2018 9:29:02 AM,TRUE
22.36,Palm Jumeira,1532251747,25.112432,55.138978,TRUE,7/22/2018 9:29:07 AM,TRUE
20.6,Nadd Al Shiba Fourth,1532251757,25.15082,55.381762,TRUE,7/22/2018 9:29:17 AM,TRUE
21.26,Dubai Investment park First,1532251761,25.004466,55.154918,TRUE,7/22/2018 9:29:21 AM,TRUE
21.24,Umm Suqeim Third,1532251764,25.136651,55.195544,TRUE,7/22/2018 9:29:24 AM,TRUE
20.64,Arabian Ranches,1532251767,25.052368,55.26736,TRUE,7/22/2018 9:29:27 AM,TRUE
20.11,Al Warqa'a Second,1532251770,25.187459,55.405636,TRUE,7/22/2018 9:29:30 AM,TRUE
31.43,Al Muteena First,1532251771,25.272357,55.315102,TRUE,7/22/2018 9:29:31 AM,TRUE
33.9,Al Hudaiba,1532251776,25.243197,55.279796,TRUE,7/22/2018 9:29:36 AM,TRUE
26.34,Abu Hail,1532251782,25.285869,55.328174,TRUE,7/22/2018 9:29:42 AM,TRUE
28.73,Al Awir Second,1532251785,25.152644,55.532752,TRUE,7/22/2018 9:29:45 AM,TRUE
34.32,Arabian Ranches,1532251787,25.052368,55.26736,TRUE,7/22/2018 9:29:47 AM,TRUE
25.44,Al Nahda Second,1532251789,25.298165,55.374792,TRUE,7/22/2018 9:29:49 AM,TRUE
27.93,Za'abeel First,1532251793,25.223054,55.306055,TRUE,7/22/2018 9:29:53 AM,TRUE
29.06,Al Quoz Industrial Third,1532251796,25.127043,55.217635,TRUE,7/22/2018 9:29:56 AM,TRUE
34.55,Al Quoz Industrial Second,1532251798,25.12997,55.212839,TRUE,7/22/2018 9:29:58 AM,TRUE
32.84,Za'abeel First,1532251799,25.223054,55.306055,TRUE,7/22/2018 9:29:59 AM,TRUE
25.88,Al Qusais Industrial Fourth,1532251802,25.293784,55.401484,TRUE,7/22/2018 9:30:02 AM,TRUE
34.65,Wadi Alamardi,1532251803,25.199524,55.480396,TRUE,7/22/2018 9:30:03 AM,TRUE
34.77,Al Warqa'a First,1532251805,25.187459,55.405636,TRUE,7/22/2018 9:30:05 AM,TRUE
29.5,Al Nahda First,1532251807,25.296657,55.377751,TRUE,7/22/2018 9:30:07 AM,TRUE
32.87,Jebel Ali Industrial,1532251808,25.001922,55.126548,TRUE,7/22/2018 9:30:08 AM,TRUE
28.77,Al Muteena First,1532251811,25.272357,55.315102,TRUE,7/22/2018 9:30:11 AM,TRUE
29.7,Abu Hail,1532251815,25.285869,55.328174,TRUE,7/22/2018 9:30:15 AM,TRUE
20.4,Al Qusais First,1532251822,25.27442,55.368662,TRUE,7/22/2018 9:30:22 AM,TRUE
24.56,Umm Hurair First,1532251827,25.244672,55.312184,TRUE,7/22/2018 9:30:27 AM,TRUE
21.72,Al Barsha South Third,1532251833,25.059802,55.241839,TRUE,7/22/2018 9:30:33 AM,TRUE
33.48,Umm Suqeim First,1532251834,25.166888,55.214226,TRUE,7/22/2018 9:30:34 AM,TRUE
22.78,Nadd Al Shiba Second,1532251837,25.151619,55.343007,TRUE,7/22/2018 9:30:37 AM,TRUE
30.88,Al Rigga,1532251838,25.267579,55.312967,TRUE,7/22/2018 9:30:38 AM,TRUE
22.67,Jebel Ali Industrial,1532251843,25.001922,55.126548,TRUE,7/22/2018 9:30:43 AM,TRUE
24.12,Al Hamriya,1532251851,25.26019,55.304673,TRUE,7/22/2018 9:30:51 AM,TRUE
23.36,Jumeira First,1532251853,25.238695,55.271344,TRUE,7/22/2018 9:30:53 AM,TRUE
33.53,Jumeira First,1532251867,25.238695,55.271344,TRUE,7/22/2018 9:31:07 AM,TRUE
27.52,Al Twar First,1532251870,25.262004,55.379346,TRUE,7/22/2018 9:31:10 AM,TRUE
24.08,Al Qusais Industrial Fifth,1532251872,25.287117,55.415323,TRUE,7/22/2018 9:31:12 AM,TRUE
20.74,Al Karama,1532251876,25.24892,55.306055,TRUE,7/22/2018 9:31:16 AM,TRUE
33.45,Trade Centre 1,1532251877,25.219092,55.279105,TRUE,7/22/2018 9:31:17 AM,TRUE
27.54,Warsan Second,1532251882,25.157937,55.418783,TRUE,7/22/2018 9:31:22 AM,TRUE
28.18,Muhaisanah Third,1532251887,25.271226,55.404252,TRUE,7/22/2018 9:31:27 AM,TRUE
28.56,Al Warqa'a Second,1532251891,25.187459,55.405636,TRUE,7/22/2018 9:31:31 AM,TRUE
29.09,Al Shindagha,1532251897,25.272666,55.295034,TRUE,7/22/2018 9:31:37 AM,TRUE
20.93,Palm Jumeira,1532251900,25.112432,55.138978,TRUE,7/22/2018 9:31:40 AM,TRUE
20.35,Emirates Hill First,1532251903,25.078254,55.179137,TRUE,7/22/2018 9:31:43 AM,TRUE
28.35,Umm Suqeim Second,1532251906,25.149943,55.206589,TRUE,7/22/2018 9:31:46 AM,TRUE
25.76,Nad Al Hammar,1532251911,25.200432,55.386264,TRUE,7/22/2018 9:31:51 AM,TRUE
32.1,Al Barsha South First,1532251912,25.10982,55.219426,TRUE,7/22/2018 9:31:52 AM,TRUE
21.02,Al Warqa'a Second,1532251918,25.187459,55.405636,TRUE,7/22/2018 9:31:58 AM,TRUE
31.28,Al Awir Second,1532251919,25.152644,55.532752,TRUE,7/22/2018 9:31:59 AM,TRUE
20.61,Muhaisanah Third,1532251927,25.271226,55.404252,TRUE,7/22/2018 9:32:07 AM,TRUE
